Index,Forme erronée,Forme correcte,Lemme,Phrase ou syntagme,Type de l'erreur,Texte,Corpus
1417,a,à,à,"il na pas plus <err>a</err> ta mére alors je lé ramené ,",homophones,texte7_3e_raw.txt,corpus1
1418,mére,mère,mère,"il na pas plus a ta <err>mére</err> alors je lé ramené ,",approximation,texte7_3e_raw.txt,corpus1
1419,lé,l'ai,le;avoir,"il na pas plus a ta mére alors je <err>lé</err> ramené ,",apostrophe,texte7_3e_raw.txt,corpus1
1420,,,,,phonétisation,texte7_3e_raw.txt,corpus1
1421,u,eu,avoir, j'ai <err>u</err> le temps de le ramené avenque tu revien ou été tu,phonétisation,texte7_3e_raw.txt,corpus1
1422,ramené,ramener,ramener, j'ai u le temps de le <err>ramené</err> avenque tu revien ou été tu,accord,texte7_3e_raw.txt,corpus1
1423,avenque,avant que,avant que, j'ai u le temps de le ramené <err>avenque</err> tu revien ou été tu,segmentation,texte7_3e_raw.txt,corpus1
1424,,,,,phonétisation,texte7_3e_raw.txt,corpus1
1425,,,,,lettre muette,texte7_3e_raw.txt,corpus1
1426,revien,reviennes,revenir, j'ai u le temps de le ramené avenque tu <err>revien</err> ou été tu,phonétisation,texte7_3e_raw.txt,corpus1
1427,,,,,conjugaison,texte7_3e_raw.txt,corpus1
1428,été,étais,être, j'ai u le temps de le ramené avenque tu revien ou <err>été</err> tu,approximation,texte7_3e_raw.txt,corpus1
1429,,,,,conjugaison,texte7_3e_raw.txt,corpus1
1430,été,étais,être,j'<err>été</err> dans les bois ,approximation,texte7_3e_raw.txt,corpus1
1431,,,,,conjugaison,texte7_3e_raw.txt,corpus1
1432,édé,aidé,aider, oui j'ai <err>édé</err> une viéieu dame qui voulé plenté un arbre or de la ville qui l'étoufé ,phonétisation,texte7_3e_raw.txt,corpus1
1433,viéieu,vieille,vieil, oui j'ai édé une <err>viéieu</err> dame qui voulé plenté un arbre or de la ville qui l'étoufé ,approximation,texte7_3e_raw.txt,corpus1
1434,,,,,phonétisation,texte7_3e_raw.txt,corpus1
1435,,,,,approximation,texte7_3e_raw.txt,corpus1
1436,voulé,voulait,vouloir, oui j'ai édé une viéieu dame qui <err>voulé</err> plenté un arbre or de la ville qui l'étoufé ,approximation,texte7_3e_raw.txt,corpus1
1437,,,,,conjugaison,texte7_3e_raw.txt,corpus1
1438,plenté,planter,planter, oui j'ai édé une viéieu dame qui voulé <err>plenté</err> un arbre or de la ville qui l'étoufé ,phonétisation,texte7_3e_raw.txt,corpus1
1439,,,,,accord,texte7_3e_raw.txt,corpus1
1440,or,hors,hors, oui j'ai édé une viéieu dame qui voulé plenté un arbre <err>or</err> de la ville qui l'étoufé ,homophones,texte7_3e_raw.txt,corpus1
1441,étoufé,étouffait,étouffer, oui j'ai édé une viéieu dame qui voulé plenté un arbre or de la ville qui l'<err>étoufé</err> ,phonétisation,texte7_3e_raw.txt,corpus1
1442,,,,,approximation,texte7_3e_raw.txt,corpus1
1443,,,,,conjugaison,texte7_3e_raw.txt,corpus1
1444,jur,jure,jurer,"si si je te <err>jur</err> ,",lettre muette,texte7_3e_raw.txt,corpus1
1445,tré,très,très, maud est <err>tré</err> éxecentrique elle né pas comme les autre pérsone agé ,approximation,texte7_3e_raw.txt,corpus1
1446,,,,,lettre muette,texte7_3e_raw.txt,corpus1
1447,éxecentrique,excentrique,excentrique, maud est tré <err>éxecentrique</err> elle né pas comme les autre pérsone agé ,phonétisation,texte7_3e_raw.txt,corpus1
1448,,,,,ajout,texte7_3e_raw.txt,corpus1
1449,né,n'est,ne;être, maud est tré éxecentrique elle <err>né</err> pas comme les autre pérsone agé ,homophones,texte7_3e_raw.txt,corpus1
1450,autre,autres,autre, maud est tré éxecentrique elle né pas comme les <err>autre</err> pérsone agé ,accord,texte7_3e_raw.txt,corpus1
1451,pérsone,personnes,personne, maud est tré éxecentrique elle né pas comme les autre <err>pérsone</err> agé ,approximation,texte7_3e_raw.txt,corpus1
1452,,,,,phonétisation,texte7_3e_raw.txt,corpus1
1453,,,,,accord,texte7_3e_raw.txt,corpus1
1454,agé,âgées,âgé, maud est tré éxecentrique elle né pas comme les autre pérsone <err>agé</err> ,phonétisation,texte7_3e_raw.txt,corpus1
1455,,,,,accord,texte7_3e_raw.txt,corpus1
1456,,,,,accord,texte7_3e_raw.txt,corpus1
1457,sé,c'est,ce;être,oui <err>sé</err> son nom ,homophones,texte7_3e_raw.txt,corpus1
1458,méme,même,même,"<err>méme</err> si jadmet que tu est alé dans la foret planter un arbre , pourquoi tu a mis oten de temps",approximation,texte7_3e_raw.txt,corpus1
1459,jadmet,j'admets,je;admettre,"méme si <err>jadmet</err> que tu est alé dans la foret planter un arbre , pourquoi tu a mis oten de temps",apostrophe,texte7_3e_raw.txt,corpus1
1460,,,,,conjugaison,texte7_3e_raw.txt,corpus1
1461,est,es,être,"méme si jadmet que tu <err>est</err> alé dans la foret planter un arbre , pourquoi tu a mis oten de temps",conjugaison,texte7_3e_raw.txt,corpus1
1462,alé,allé,aller,"méme si jadmet que tu est <err>alé</err> dans la foret planter un arbre , pourquoi tu a mis oten de temps",phonétisation,texte7_3e_raw.txt,corpus1
1463,foret,forêt,forêt,"méme si jadmet que tu est alé dans la <err>foret</err> planter un arbre , pourquoi tu a mis oten de temps",homophones,texte7_3e_raw.txt,corpus1
1464,a,as,avoir,"méme si jadmet que tu est alé dans la foret planter un arbre , pourquoi tu <err>a</err> mis oten de temps",conjugaison,texte7_3e_raw.txt,corpus1
1465,oten,autant,autant,"méme si jadmet que tu est alé dans la foret planter un arbre , pourquoi tu a mis <err>oten</err> de temps",phonétisation,texte7_3e_raw.txt,corpus1
1466,,,,,phonétisation,texte7_3e_raw.txt,corpus1
1467,,,,,lettre muette,texte7_3e_raw.txt,corpus1
1468,a,as,avoir, tu <err>a</err> 3h de retare  ,accord,texte7_3e_raw.txt,corpus1
1469,retare,retard,retard, tu a 3h de <err>retare</err>  ,lettre muette,texte7_3e_raw.txt,corpus1
1470,éféctivemen,effectivement,effectivement," <err>éféctivemen</err> je sui résté un peu avec elle ,",phonétisation,texte7_3e_raw.txt,corpus1
1471,,,,,phonétisation,texte7_3e_raw.txt,corpus1
1472,,,,,approximation,texte7_3e_raw.txt,corpus1
1473,,,,,lettre muette,texte7_3e_raw.txt,corpus1
1474,sui,suis,être," éféctivemen je <err>sui</err> résté un peu avec elle ,",conjugaison,texte7_3e_raw.txt,corpus1
1475,résté,resté,rester," éféctivemen je sui <err>résté</err> un peu avec elle ,",approximation,texte7_3e_raw.txt,corpus1
1476,grinpé,grimpé,grimper," on a <err>grinpé</err> en haut d'un arbre on a admiré la vue on a ri ,",phonétisation,texte7_3e_raw.txt,corpus1
1477,sait,sais,savoir," tu <err>sait</err> sa conpanie est tré agréable ,",conjugaison,texte7_3e_raw.txt,corpus1
1478,conpanie,compagnie,compagnie," tu sait sa <err>conpanie</err> est tré agréable ,",phonétisation,texte7_3e_raw.txt,corpus1
1479,,,,,phonétisation,texte7_3e_raw.txt,corpus1
1480,tré,très,très," tu sait sa conpanie est <err>tré</err> agréable ,",approximation,texte7_3e_raw.txt,corpus1
1481,,,,,lettre muette,texte7_3e_raw.txt,corpus1
1482,ma,m'a,me;avoir, elle <err>ma</err> raconté une histoir,apostrophe,texte7_3e_raw.txt,corpus1
1483,histoir,histoire,histoire, elle ma raconté une <err>histoir</err>,lettre muette,texte7_3e_raw.txt,corpus1
1484,sété,c'était,ce;être, <err>sété</err> listoir de bouddah est de deux archi ...,phonétisation,texte7_3e_raw.txt,corpus1
1485,,,,,apostrophe,texte7_3e_raw.txt,corpus1
1486,,,,,approximation,texte7_3e_raw.txt,corpus1
1487,,,,,conjugaison,texte7_3e_raw.txt,corpus1
1488,listoir,l'histoire,le;histoire, sété <err>listoir</err> de bouddah est de deux archi ...,apostrophe,texte7_3e_raw.txt,corpus1
1489,,,,,lettre muette,texte7_3e_raw.txt,corpus1
1490,,,,,lettre muette,texte7_3e_raw.txt,corpus1
1491,bouddah,Bouddha,bouddha, sété listoir de <err>bouddah</err> est de deux archi ...,majuscule,texte7_3e_raw.txt,corpus1
1492,,,,,transposition,texte7_3e_raw.txt,corpus1
1493,est,et,et, sété listoir de bouddah <err>est</err> de deux archi ...,homophones,texte7_3e_raw.txt,corpus1
1494,istoir,histoire,histoire,ton <err>istoir</err> ne hmintérse pas !,lettre muette,texte7_3e_raw.txt,corpus1
1495,,,,,lettre muette,texte7_3e_raw.txt,corpus1
1496,hmintérse,m'intéresse,me;intéresser,ton istoir ne <err>hmintérse</err> pas !,ajout,texte7_3e_raw.txt,corpus1
1497,,,,,apostrophe,texte7_3e_raw.txt,corpus1
1498,,,,,omission,texte7_3e_raw.txt,corpus1
1499,,,,,phonétisation,texte7_3e_raw.txt,corpus1
1500,Séte,Cette,ce, <err>Séte</err> maud quelle agé avé télle tu dit ,phonétisation,texte7_3e_raw.txt,corpus1
1501,,,,,approximation,texte7_3e_raw.txt,corpus1
1502,,,,,phonétisation,texte7_3e_raw.txt,corpus1
1503,quelle,quel,quel, Séte maud <err>quelle</err> agé avé télle tu dit ,accord,texte7_3e_raw.txt,corpus1
1504,agé,âge,âge, Séte maud quelle <err>agé</err> avé télle tu dit ,phonétisation,texte7_3e_raw.txt,corpus1
1505,,,,,substitution,texte7_3e_raw.txt,corpus1
1506,avé,avait,avoir, Séte maud quelle agé <err>avé</err> télle tu dit ,approximation,texte7_3e_raw.txt,corpus1
1507,,,,,conjugaison,texte7_3e_raw.txt,corpus1
1508,télle,elle,il, Séte maud quelle agé avé <err>télle</err> tu dit ,phonétisation,texte7_3e_raw.txt,corpus1
1509,,,,,approximation,texte7_3e_raw.txt,corpus1
1510,dit,dis,dire, Séte maud quelle agé avé télle tu <err>dit</err> ,conjugaison,texte7_3e_raw.txt,corpus1
1511,tu,Tu,tu, <err>tu</err> rigol toi qui ne veu aps rété avec té grenparen qui n'on que 65 ans tu ne va pas me dir que tu est en retar de troi heur  a ceuse d'une pérsone rencontré dans la rue comme sa,majuscule,texte7_3e_raw.txt,corpus1
1512,rigol,rigoles,rigoler, tu <err>rigol</err> toi qui ne veu aps rété avec té grenparen qui n'on que 65 ans tu ne va pas me dir que tu est en retar de troi heur  a ceuse d'une pérsone rencontré dans la rue comme sa,conjugaison,texte7_3e_raw.txt,corpus1
1513,veu,veux,vouloir, tu rigol toi qui ne <err>veu</err> aps rété avec té grenparen qui n'on que 65 ans tu ne va pas me dir que tu est en retar de troi heur  a ceuse d'une pérsone rencontré dans la rue comme sa,conjugaison,texte7_3e_raw.txt,corpus1
1514,aps,pas,pas, tu rigol toi qui ne veu <err>aps</err> rété avec té grenparen qui n'on que 65 ans tu ne va pas me dir que tu est en retar de troi heur  a ceuse d'une pérsone rencontré dans la rue comme sa,transposition,texte7_3e_raw.txt,corpus1
1515,rété,rester,rester, tu rigol toi qui ne veu aps <err>rété</err> avec té grenparen qui n'on que 65 ans tu ne va pas me dir que tu est en retar de troi heur  a ceuse d'une pérsone rencontré dans la rue comme sa,approximation,texte7_3e_raw.txt,corpus1
1516,,,,,omission,texte7_3e_raw.txt,corpus1
1517,,,,,accord,texte7_3e_raw.txt,corpus1
1518,té,tes,ton, tu rigol toi qui ne veu aps rété avec <err>té</err> grenparen qui n'on que 65 ans tu ne va pas me dir que tu est en retar de troi heur  a ceuse d'une pérsone rencontré dans la rue comme sa,phonétisation,texte7_3e_raw.txt,corpus1
1519,grenparen,grands-parents,grands-parents, tu rigol toi qui ne veu aps rété avec té <err>grenparen</err> qui n'on que 65 ans tu ne va pas me dir que tu est en retar de troi heur  a ceuse d'une pérsone rencontré dans la rue comme sa,phonétisation,texte7_3e_raw.txt,corpus1
1520,,,,,lettre muette,texte7_3e_raw.txt,corpus1
1521,,,,,trait d'union,texte7_3e_raw.txt,corpus1
1522,,,,,lettre muette,texte7_3e_raw.txt,corpus1
1523,,,,,accord,texte7_3e_raw.txt,corpus1
1524,on,ont,avoir, tu rigol toi qui ne veu aps rété avec té grenparen qui n'<err>on</err> que 65 ans tu ne va pas me dir que tu est en retar de troi heur  a ceuse d'une pérsone rencontré dans la rue comme sa,homophones,texte7_3e_raw.txt,corpus1
1525,va,vas,aller, tu rigol toi qui ne veu aps rété avec té grenparen qui n'on que 65 ans tu ne <err>va</err> pas me dir que tu est en retar de troi heur  a ceuse d'une pérsone rencontré dans la rue comme sa,conjugaison,texte7_3e_raw.txt,corpus1
1526,dir,dire,dire, tu rigol toi qui ne veu aps rété avec té grenparen qui n'on que 65 ans tu ne va pas me <err>dir</err> que tu est en retar de troi heur  a ceuse d'une pérsone rencontré dans la rue comme sa,lettre muette,texte7_3e_raw.txt,corpus1
1527,est,es,être, tu rigol toi qui ne veu aps rété avec té grenparen qui n'on que 65 ans tu ne va pas me dir que tu <err>est</err> en retar de troi heur  a ceuse d'une pérsone rencontré dans la rue comme sa,conjugaison,texte7_3e_raw.txt,corpus1
1528,retar,retard,retard, tu rigol toi qui ne veu aps rété avec té grenparen qui n'on que 65 ans tu ne va pas me dir que tu est en <err>retar</err> de troi heur  a ceuse d'une pérsone rencontré dans la rue comme sa,lettre muette,texte7_3e_raw.txt,corpus1
1529,troi,trois,trois, tu rigol toi qui ne veu aps rété avec té grenparen qui n'on que 65 ans tu ne va pas me dir que tu est en retar de <err>troi</err> heur  a ceuse d'une pérsone rencontré dans la rue comme sa,lettre muette,texte7_3e_raw.txt,corpus1
1530,heur,heures,heure, tu rigol toi qui ne veu aps rété avec té grenparen qui n'on que 65 ans tu ne va pas me dir que tu est en retar de troi <err>heur</err>  a ceuse d'une pérsone rencontré dans la rue comme sa,lettre muette,texte7_3e_raw.txt,corpus1
1531,,,,,accord,texte7_3e_raw.txt,corpus1
1532,a,à,à, tu rigol toi qui ne veu aps rété avec té grenparen qui n'on que 65 ans tu ne va pas me dir que tu est en retar de troi heur  <err>a</err> ceuse d'une pérsone rencontré dans la rue comme sa,homophones,texte7_3e_raw.txt,corpus1
1533,ceuse,cause,cause, tu rigol toi qui ne veu aps rété avec té grenparen qui n'on que 65 ans tu ne va pas me dir que tu est en retar de troi heur  a <err>ceuse</err> d'une pérsone rencontré dans la rue comme sa,substitution,texte7_3e_raw.txt,corpus1
1534,pérsone,personne,personne, tu rigol toi qui ne veu aps rété avec té grenparen qui n'on que 65 ans tu ne va pas me dir que tu est en retar de troi heur  a ceuse d'une <err>pérsone</err> rencontré dans la rue comme sa,approximation,texte7_3e_raw.txt,corpus1
1535,,,,,phonétisation,texte7_3e_raw.txt,corpus1
1536,rencontré,rencontrée,rencontré, tu rigol toi qui ne veu aps rété avec té grenparen qui n'on que 65 ans tu ne va pas me dir que tu est en retar de troi heur  a ceuse d'une pérsone <err>rencontré</err> dans la rue comme sa,accord,texte7_3e_raw.txt,corpus1
1537,sa,ça,ça, tu rigol toi qui ne veu aps rété avec té grenparen qui n'on que 65 ans tu ne va pas me dir que tu est en retar de troi heur  a ceuse d'une pérsone rencontré dans la rue comme <err>sa</err>,homophones,texte7_3e_raw.txt,corpus1
1538,sela,cela,cela,oui <err>sela</err> peu parétre incroiyable mais sé se qui sé pasé ,phonétisation,texte7_3e_raw.txt,corpus1
1539,peu,peut,pouvoir,oui sela <err>peu</err> parétre incroiyable mais sé se qui sé pasé ,homophones,texte7_3e_raw.txt,corpus1
1540,parétre,paraître,paraître,oui sela peu <err>parétre</err> incroiyable mais sé se qui sé pasé ,approximation,texte7_3e_raw.txt,corpus1
1541,incroiyable,incroyable,incroyable,oui sela peu parétre <err>incroiyable</err> mais sé se qui sé pasé ,phonétisation,texte7_3e_raw.txt,corpus1
1542,sé,c'est,ce;être,oui sela peu parétre incroiyable mais <err>sé</err> se qui sé pasé ,homophones,texte7_3e_raw.txt,corpus1
1543,se,ce,ce,oui sela peu parétre incroiyable mais sé <err>se</err> qui sé pasé ,homophones,texte7_3e_raw.txt,corpus1
1544,sé,c'est,ce;être,oui sela peu parétre incroiyable mais sé se qui <err>sé</err> pasé ,homophones,texte7_3e_raw.txt,corpus1
